year	site	block	plot	sr	fr	fgc	mix.nest	mix	grass	forb	legume	funct	GRASS	FORB	LEG	species	level	biomass
1	Silwood	O	S8P065	1	1	1	203	2	Yes	No	No	g	Yes	No	No	NA	Group	352.3
1	Silwood	N	S8P003	1	1	1	204	4	Yes	No	No	g	Yes	No	No	NA	Group	607.4
1	Silwood	O	S8P077	1	1	1	204	4	Yes	No	No	g	Yes	No	No	NA	Group	338.4
1	Silwood	N	S8P022	1	1	1	205	5	Yes	No	No	g	Yes	No	No	NA	Group	540.6
1	Silwood	O	S8P045	1	1	1	205	5	Yes	No	No	g	Yes	No	No	NA	Group	695.6
1	Silwood	N	S8P036	1	1	3	206	7	No	No	Yes	l	No	No	Yes	NA	Group	41.9
1	Silwood	O	S8P044	1	1	3	206	7	No	No	Yes	l	No	No	Yes	NA	Group	19
1	Silwood	N	S8P038	1	1	2	207	9	No	Yes	No	f	No	Yes	No	NA	Group	511.1
1	Silwood	O	S8P053	1	1	2	207	9	No	Yes	No	f	No	Yes	No	NA	Group	501.2
1	Silwood	N	S8P020	2	2	4	208	16	Yes	Yes	No	g	Yes	No	No	NA	Group	16.7
1	Silwood	O	S8P064	2	2	4	208	16	Yes	Yes	No	g	Yes	No	No	NA	Group	84.1
1	Silwood	N	S8P020	2	2	4	208	16	Yes	Yes	No	f	No	Yes	No	NA	Group	529.1
1	Silwood	O	S8P064	2	2	4	208	16	Yes	Yes	No	f	No	Yes	No	NA	Group	209.7
1	Silwood	N	S8P026	1	1	1	209	108	Yes	No	No	g	Yes	No	No	NA	Group	459.2
1	Silwood	O	S8P074	1	1	1	209	108	Yes	No	No	g	Yes	No	No	NA	Group	561.3
1	Silwood	N	S8P005	1	1	2	210	113	No	Yes	No	f	No	Yes	No	NA	Group	160.4
1	Silwood	O	S8P052	1	1	2	210	113	No	Yes	No	f	No	Yes	No	NA	Group	25
1	Silwood	N	S8P009	1	1	3	211	141	No	No	Yes	l	No	No	Yes	NA	Group	81.3
1	Silwood	O	S8P051	1	1	3	211	141	No	No	Yes	l	No	No	Yes	NA	Group	45.8
1	Silwood	N	S8P007	1	1	2	212	143	No	Yes	No	f	No	Yes	No	NA	Group	545.1
1	Silwood	O	S8P059	1	1	2	212	143	No	Yes	No	f	No	Yes	No	NA	Group	436.7
1	Silwood	N	S8P032	1	1	2	213	178	No	Yes	No	f	No	Yes	No	NA	Group	400.5
1	Silwood	O	S8P056	1	1	2	213	178	No	Yes	No	f	No	Yes	No	NA	Group	436.5
1	Silwood	N	S8P006	1	1	2	214	179	No	Yes	No	f	No	Yes	No	NA	Group	281.5
1	Silwood	O	S8P068	1	1	2	214	179	No	Yes	No	f	No	Yes	No	NA	Group	545.8
1	Silwood	N	S8P027	2	1	1	215	180	Yes	No	No	g	Yes	No	No	NA	Group	591.3
1	Silwood	O	S8P079	2	1	1	215	180	Yes	No	No	g	Yes	No	No	NA	Group	498.5
1	Silwood	N	S8P012	2	1	1	216	181	Yes	No	No	g	Yes	No	No	NA	Group	385.4
1	Silwood	O	S8P069	2	1	1	216	181	Yes	No	No	g	Yes	No	No	NA	Group	366.3
1	Silwood	N	S8P023	2	2	5	217	182	Yes	No	Yes	g	Yes	No	No	NA	Group	268
1	Silwood	O	S8P061	2	2	5	217	182	Yes	No	Yes	g	Yes	No	No	NA	Group	353.6
1	Silwood	N	S8P023	2	2	5	217	182	Yes	No	Yes	l	No	No	Yes	NA	Group	235.2
1	Silwood	O	S8P061	2	2	5	217	182	Yes	No	Yes	l	No	No	Yes	NA	Group	178.5
1	Silwood	N	S8P014	2	2	5	218	183	Yes	No	Yes	g	Yes	No	No	NA	Group	319.8
1	Silwood	O	S8P070	2	2	5	218	183	Yes	No	Yes	g	Yes	No	No	NA	Group	345.2
1	Silwood	N	S8P014	2	2	5	218	183	Yes	No	Yes	l	No	No	Yes	NA	Group	1.3
1	Silwood	O	S8P070	2	2	5	218	183	Yes	No	Yes	l	No	No	Yes	NA	Group	1.8
1	Silwood	N	S8P034	2	2	4	219	184	Yes	Yes	No	g	Yes	No	No	NA	Group	321
1	Silwood	O	S8P048	2	2	4	219	184	Yes	Yes	No	g	Yes	No	No	NA	Group	328
1	Silwood	N	S8P034	2	2	4	219	184	Yes	Yes	No	f	No	Yes	No	NA	Group	5
1	Silwood	O	S8P048	2	2	4	219	184	Yes	Yes	No	f	No	Yes	No	NA	Group	7.6
1	Silwood	N	S8P013	4	1	1	220	185	Yes	No	No	g	Yes	No	No	NA	Group	322.7
1	Silwood	O	S8P063	4	1	1	220	185	Yes	No	No	g	Yes	No	No	NA	Group	514.2
1	Silwood	N	S8P037	4	1	1	221	186	Yes	No	No	g	Yes	No	No	NA	Group	185.5
1	Silwood	O	S8P042	4	1	1	221	186	Yes	No	No	g	Yes	No	No	NA	Group	205.3
1	Silwood	N	S8P001	4	2	4	222	187	Yes	Yes	No	g	Yes	No	No	NA	Group	176
1	Silwood	O	S8P046	4	2	4	222	187	Yes	Yes	No	g	Yes	No	No	NA	Group	149.8
1	Silwood	N	S8P001	4	2	4	222	187	Yes	Yes	No	f	No	Yes	No	NA	Group	237.3
1	Silwood	O	S8P046	4	2	4	222	187	Yes	Yes	No	f	No	Yes	No	NA	Group	100.4
1	Silwood	N	S8P011	4	2	5	223	188	Yes	No	Yes	g	Yes	No	No	NA	Group	276.9
1	Silwood	O	S8P071	4	2	5	223	188	Yes	No	Yes	g	Yes	No	No	NA	Group	475.2
1	Silwood	N	S8P011	4	2	5	223	188	Yes	No	Yes	l	No	No	Yes	NA	Group	34.1
1	Silwood	O	S8P071	4	2	5	223	188	Yes	No	Yes	l	No	No	Yes	NA	Group	21.9
1	Silwood	N	S8P008	4	3	7	224	189	Yes	Yes	Yes	g	Yes	No	No	NA	Group	0.9
1	Silwood	O	S8P073	4	3	7	224	189	Yes	Yes	Yes	g	Yes	No	No	NA	Group	31
1	Silwood	N	S8P008	4	3	7	224	189	Yes	Yes	Yes	f	No	Yes	No	NA	Group	683.1
1	Silwood	O	S8P073	4	3	7	224	189	Yes	Yes	Yes	f	No	Yes	No	NA	Group	469.9
1	Silwood	N	S8P008	4	3	7	224	189	Yes	Yes	Yes	l	No	No	Yes	NA	Group	28.3
1	Silwood	O	S8P073	4	3	7	224	189	Yes	Yes	Yes	l	No	No	Yes	NA	Group	10.2
1	Silwood	N	S8P015	4	3	7	225	190	Yes	Yes	Yes	g	Yes	No	No	NA	Group	265.3
1	Silwood	O	S8P078	4	3	7	225	190	Yes	Yes	Yes	g	Yes	No	No	NA	Group	317.6
1	Silwood	N	S8P015	4	3	7	225	190	Yes	Yes	Yes	f	No	Yes	No	NA	Group	28.6
1	Silwood	O	S8P078	4	3	7	225	190	Yes	Yes	Yes	f	No	Yes	No	NA	Group	0
1	Silwood	N	S8P015	4	3	7	225	190	Yes	Yes	Yes	l	No	No	Yes	NA	Group	39.5
1	Silwood	O	S8P078	4	3	7	225	190	Yes	Yes	Yes	l	No	No	Yes	NA	Group	1.9
1	Silwood	N	S8P002	8	1	1	226	191	Yes	No	No	g	Yes	No	No	NA	Group	206.8
1	Silwood	O	S8P066	8	1	1	226	191	Yes	No	No	g	Yes	No	No	NA	Group	539.2
1	Silwood	N	S8P031	8	2	4	227	192	Yes	Yes	No	g	Yes	No	No	NA	Group	276.3
1	Silwood	O	S8P050	8	2	4	227	192	Yes	Yes	No	g	Yes	No	No	NA	Group	261.1
1	Silwood	N	S8P031	8	2	4	227	192	Yes	Yes	No	f	No	Yes	No	NA	Group	201.8
1	Silwood	O	S8P050	8	2	4	227	192	Yes	Yes	No	f	No	Yes	No	NA	Group	132.3
1	Silwood	N	S8P039	8	2	5	228	193	Yes	No	Yes	g	Yes	No	No	NA	Group	389.9
1	Silwood	O	S8P076	8	2	5	228	193	Yes	No	Yes	g	Yes	No	No	NA	Group	545
1	Silwood	N	S8P039	8	2	5	228	193	Yes	No	Yes	l	No	No	Yes	NA	Group	21.6
1	Silwood	O	S8P076	8	2	5	228	193	Yes	No	Yes	l	No	No	Yes	NA	Group	48.3
1	Silwood	N	S8P033	8	3	7	229	194	Yes	Yes	Yes	g	Yes	No	No	NA	Group	119.1
1	Silwood	O	S8P047	8	3	7	229	194	Yes	Yes	Yes	g	Yes	No	No	NA	Group	171.6
1	Silwood	N	S8P033	8	3	7	229	194	Yes	Yes	Yes	f	No	Yes	No	NA	Group	217.1
1	Silwood	O	S8P047	8	3	7	229	194	Yes	Yes	Yes	f	No	Yes	No	NA	Group	100.2
1	Silwood	N	S8P033	8	3	7	229	194	Yes	Yes	Yes	l	No	No	Yes	NA	Group	10.7
1	Silwood	O	S8P047	8	3	7	229	194	Yes	Yes	Yes	l	No	No	Yes	NA	Group	20.2
1	Silwood	N	S8P040	8	3	7	230	195	Yes	Yes	Yes	g	Yes	No	No	NA	Group	567.5
1	Silwood	O	S8P060	8	3	7	230	195	Yes	Yes	Yes	g	Yes	No	No	NA	Group	380
1	Silwood	N	S8P040	8	3	7	230	195	Yes	Yes	Yes	f	No	Yes	No	NA	Group	195.8
1	Silwood	O	S8P060	8	3	7	230	195	Yes	Yes	Yes	f	No	Yes	No	NA	Group	125.6
1	Silwood	N	S8P040	8	3	7	230	195	Yes	Yes	Yes	l	No	No	Yes	NA	Group	41.3
1	Silwood	O	S8P060	8	3	7	230	195	Yes	Yes	Yes	l	No	No	Yes	NA	Group	17
1	Silwood	N	S8P025	11	1	1	231	196	Yes	No	No	g	Yes	No	No	NA	Group	539
1	Silwood	O	S8P075	11	1	1	231	196	Yes	No	No	g	Yes	No	No	NA	Group	287.5
1	Silwood	N	S8P010	11	2	4	232	197	Yes	Yes	No	g	Yes	No	No	NA	Group	83.7
1	Silwood	O	S8P062	11	2	4	232	197	Yes	Yes	No	g	Yes	No	No	NA	Group	460.3
1	Silwood	N	S8P010	11	2	4	232	197	Yes	Yes	No	f	No	Yes	No	NA	Group	147
1	Silwood	O	S8P062	11	2	4	232	197	Yes	Yes	No	f	No	Yes	No	NA	Group	126.5
1	Silwood	N	S8P017	11	2	5	233	198	Yes	No	Yes	g	Yes	No	No	NA	Group	250.5
1	Silwood	O	S8P043	11	2	5	233	198	Yes	No	Yes	g	Yes	No	No	NA	Group	498.8
1	Silwood	N	S8P017	11	2	5	233	198	Yes	No	Yes	l	No	No	Yes	NA	Group	73.1
1	Silwood	O	S8P043	11	2	5	233	198	Yes	No	Yes	l	No	No	Yes	NA	Group	48.8
1	Silwood	N	S8P029	11	3	7	234	199	Yes	Yes	Yes	g	Yes	No	No	NA	Group	224.8
1	Silwood	O	S8P072	11	3	7	234	199	Yes	Yes	Yes	g	Yes	No	No	NA	Group	119.5
1	Silwood	N	S8P029	11	3	7	234	199	Yes	Yes	Yes	f	No	Yes	No	NA	Group	155.7
1	Silwood	O	S8P072	11	3	7	234	199	Yes	Yes	Yes	f	No	Yes	No	NA	Group	276.1
1	Silwood	N	S8P029	11	3	7	234	199	Yes	Yes	Yes	l	No	No	Yes	NA	Group	2.4
1	Silwood	O	S8P072	11	3	7	234	199	Yes	Yes	Yes	l	No	No	Yes	NA	Group	15.7
1	Silwood	N	S8P028	11	3	7	235	200	Yes	Yes	Yes	g	Yes	No	No	NA	Group	74.8
1	Silwood	O	S8P055	11	3	7	235	200	Yes	Yes	Yes	g	Yes	No	No	NA	Group	117.9
1	Silwood	N	S8P028	11	3	7	235	200	Yes	Yes	Yes	f	No	Yes	No	NA	Group	189.6
1	Silwood	O	S8P055	11	3	7	235	200	Yes	Yes	Yes	f	No	Yes	No	NA	Group	81.2
1	Silwood	N	S8P028	11	3	7	235	200	Yes	Yes	Yes	l	No	No	Yes	NA	Group	45.5
1	Silwood	O	S8P055	11	3	7	235	200	Yes	Yes	Yes	l	No	No	Yes	NA	Group	72.5
1	Germany	A	B1P030	1	1	1	1	1	Yes	No	No	g	Yes	No	No	G1ALOPRA1	Species	264.7
1	Germany	B	B1P039	1	1	1	1	1	Yes	No	No	g	Yes	No	No	G1ALOPRA1	Species	265
1	Germany	A	B1P032	1	1	1	2	2	Yes	No	No	g	Yes	No	No	G1ARRELA1	Species	446
1	Germany	B	B1P042	1	1	1	2	2	Yes	No	No	g	Yes	No	No	G1ARRELA1	Species	574.5
1	Germany	A	B1P021	1	1	1	3	3	Yes	No	No	g	Yes	No	No	G1DACGLO1	Species	243.3
1	Germany	B	B1P058	1	1	1	3	3	Yes	No	No	g	Yes	No	No	G1DACGLO1	Species	534.7
1	Germany	A	B1P007	1	1	1	4	4	Yes	No	No	g	Yes	No	No	G1FESRUB1	Species	442.4
1	Germany	B	B1P052	1	1	1	4	4	Yes	No	No	g	Yes	No	No	G1FESRUB1	Species	438.8
1	Germany	A	B1P001	1	1	1	5	5	Yes	No	No	g	Yes	No	No	G1HOLLAN1	Species	528
1	Germany	B	B1P063	1	1	1	5	5	Yes	No	No	g	Yes	No	No	G1HOLLAN1	Species	377
1	Germany	A	B1P018	1	1	3	6	6	No	No	Yes	l	No	No	Yes	L1TRIPRA1	Species	245.1
1	Germany	B	B1P048	1	1	3	6	6	No	No	Yes	l	No	No	Yes	L1TRIPRA1	Species	589.3
1	Germany	A	B1P004	1	1	3	7	7	No	No	Yes	l	No	No	Yes	L1TRIREP1	Species	233.7
1	Germany	B	B1P033	1	1	3	7	7	No	No	Yes	l	No	No	Yes	L1TRIREP1	Species	284.1
1	Germany	A	B1P006	1	1	2	8	8	No	Yes	No	f	No	Yes	No	H1GERPRA1	Species	209.7
1	Germany	B	B1P047	1	1	2	8	8	No	Yes	No	f	No	Yes	No	H1GERPRA1	Species	306.8
1	Germany	A	B1P024	1	1	2	9	9	No	Yes	No	f	No	Yes	No	H1PLALAN1	Species	619.5
1	Germany	B	B1P043	1	1	2	9	9	No	Yes	No	f	No	Yes	No	H1PLALAN1	Species	572.9
1	Germany	A	B1P020	1	1	2	10	10	No	Yes	No	f	No	Yes	No	H1RANACR1	Species	156.2
1	Germany	B	B1P053	1	1	2	10	10	No	Yes	No	f	No	Yes	No	H1RANACR1	Species	155.9
1	Germany	A	B1P019	2	1	1	11	11	Yes	No	No	g	Yes	No	No	G1ALOPRA1	Species	0
1	Germany	A	B1P019	2	1	1	11	11	Yes	No	No	g	Yes	No	No	G1ARRELA1	Species	440.3
1	Germany	B	B1P046	2	1	1	11	11	Yes	No	No	g	Yes	No	No	G1ALOPRA1	Species	12.4
1	Germany	B	B1P046	2	1	1	11	11	Yes	No	No	g	Yes	No	No	G1ARRELA1	Species	747.5
1	Germany	A	B1P027	2	1	1	12	12	Yes	No	No	g	Yes	No	No	G1FESRUB1	Species	25.3
1	Germany	A	B1P027	2	1	1	12	12	Yes	No	No	g	Yes	No	No	G1HOLLAN1	Species	538.2
1	Germany	B	B1P054	2	1	1	12	12	Yes	No	No	g	Yes	No	No	G1FESRUB1	Species	112.8
1	Germany	B	B1P054	2	1	1	12	12	Yes	No	No	g	Yes	No	No	G1HOLLAN1	Species	427.5
1	Germany	A	B1P008	2	2	5	13	13	Yes	No	Yes	g	Yes	No	No	G1DACGLO1	Species	99.8
1	Germany	B	B1P034	2	2	5	13	13	Yes	No	Yes	g	Yes	No	No	G1DACGLO1	Species	202.5
1	Germany	A	B1P008	2	2	5	13	13	Yes	No	Yes	l	No	No	Yes	L1TRIREP1	Species	302.9
1	Germany	B	B1P034	2	2	5	13	13	Yes	No	Yes	l	No	No	Yes	L1TRIREP1	Species	36.3
1	Germany	A	B1P025	2	2	5	14	14	Yes	No	Yes	g	Yes	No	No	G1FESRUB1	Species	0
1	Germany	B	B1P060	2	2	5	14	14	Yes	No	Yes	g	Yes	No	No	G1FESRUB1	Species	0
1	Germany	A	B1P025	2	2	5	14	14	Yes	No	Yes	l	No	No	Yes	L1TRIPRA1	Species	312.5
1	Germany	B	B1P060	2	2	5	14	14	Yes	No	Yes	l	No	No	Yes	L1TRIPRA1	Species	559.4
1	Germany	A	B1P003	2	2	4	15	15	Yes	Yes	No	g	Yes	No	No	G1ARRELA1	Species	405.9
1	Germany	B	B1P035	2	2	4	15	15	Yes	Yes	No	g	Yes	No	No	G1ARRELA1	Species	499.8
1	Germany	A	B1P003	2	2	4	15	15	Yes	Yes	No	f	No	Yes	No	H1GERPRA1	Species	25.9
1	Germany	B	B1P035	2	2	4	15	15	Yes	Yes	No	f	No	Yes	No	H1GERPRA1	Species	5.9
1	Germany	A	B1P005	2	2	4	16	16	Yes	Yes	No	g	Yes	No	No	G1FESRUB1	Species	4.2
1	Germany	B	B1P049	2	2	4	16	16	Yes	Yes	No	g	Yes	No	No	G1FESRUB1	Species	4.6
1	Germany	A	B1P005	2	2	4	16	16	Yes	Yes	No	f	No	Yes	No	H1PLALAN1	Species	847.5
1	Germany	B	B1P049	2	2	4	16	16	Yes	Yes	No	f	No	Yes	No	H1PLALAN1	Species	533.1
1	Germany	A	B1P014	2	2	4	17	17	Yes	Yes	No	g	Yes	No	No	G1FESPRA1	Species	380.2
1	Germany	B	B1P062	2	2	4	17	17	Yes	Yes	No	g	Yes	No	No	G1FESPRA1	Species	702.8
1	Germany	A	B1P014	2	2	4	17	17	Yes	Yes	No	f	No	Yes	No	H1RANACR1	Species	0.2
1	Germany	B	B1P062	2	2	4	17	17	Yes	Yes	No	f	No	Yes	No	H1RANACR1	Species	0.2
1	Germany	A	B1P010	4	1	1	18	18	Yes	No	No	g	Yes	No	No	G1ARRELA1	Species	173.5
1	Germany	A	B1P010	4	1	1	18	18	Yes	No	No	g	Yes	No	No	G1DACGLO1	Species	92.6
1	Germany	A	B1P010	4	1	1	18	18	Yes	No	No	g	Yes	No	No	G1HOLLAN1	Species	26
1	Germany	A	B1P010	4	1	1	18	18	Yes	No	No	g	Yes	No	No	G1LOLPER1	Species	53.2
1	Germany	B	B1P050	4	1	1	18	18	Yes	No	No	g	Yes	No	No	G1ARRELA1	Species	441.2
1	Germany	B	B1P050	4	1	1	18	18	Yes	No	No	g	Yes	No	No	G1DACGLO1	Species	78.1
1	Germany	B	B1P050	4	1	1	18	18	Yes	No	No	g	Yes	No	No	G1HOLLAN1	Species	42.6
1	Germany	B	B1P050	4	1	1	18	18	Yes	No	No	g	Yes	No	No	G1LOLPER1	Species	44.4
1	Germany	A	B1P031	4	2	5	19	19	Yes	No	Yes	g	Yes	No	No	G1ALOPRA1	Species	0
1	Germany	A	B1P031	4	2	5	19	19	Yes	No	Yes	g	Yes	No	No	G1ARRELA1	Species	390.2
1	Germany	A	B1P031	4	2	5	19	19	Yes	No	Yes	g	Yes	No	No	G1FESRUB1	Species	0
1	Germany	B	B1P057	4	2	5	19	19	Yes	No	Yes	g	Yes	No	No	G1ALOPRA1	Species	2.1
1	Germany	B	B1P057	4	2	5	19	19	Yes	No	Yes	g	Yes	No	No	G1ARRELA1	Species	564.6
1	Germany	B	B1P057	4	2	5	19	19	Yes	No	Yes	g	Yes	No	No	G1FESRUB1	Species	1.6
1	Germany	A	B1P031	4	2	5	19	19	Yes	No	Yes	l	No	No	Yes	L1TRIREP1	Species	35.9
1	Germany	B	B1P057	4	2	5	19	19	Yes	No	Yes	l	No	No	Yes	L1TRIREP1	Species	77.3
1	Germany	A	B1P013	4	2	4	20	20	Yes	Yes	No	g	Yes	No	No	G1ALOPRA1	Species	32.7
1	Germany	A	B1P013	4	2	4	20	20	Yes	Yes	No	g	Yes	No	No	G1DACGLO1	Species	299.5
1	Germany	A	B1P013	4	2	4	20	20	Yes	Yes	No	g	Yes	No	No	G1HOLLAN1	Species	63
1	Germany	B	B1P040	4	2	4	20	20	Yes	Yes	No	g	Yes	No	No	G1ALOPRA1	Species	11
1	Germany	B	B1P040	4	2	4	20	20	Yes	Yes	No	g	Yes	No	No	G1DACGLO1	Species	268.8
1	Germany	B	B1P040	4	2	4	20	20	Yes	Yes	No	g	Yes	No	No	G1HOLLAN1	Species	91.3
1	Germany	A	B1P013	4	2	4	20	20	Yes	Yes	No	f	No	Yes	No	H1GERPRA1	Species	56.2
1	Germany	B	B1P040	4	2	4	20	20	Yes	Yes	No	f	No	Yes	No	H1GERPRA1	Species	0
1	Germany	A	B1P023	4	3	7	21	21	Yes	Yes	Yes	g	Yes	No	No	G1ALOPRA1	Species	5.5
1	Germany	A	B1P023	4	3	7	21	21	Yes	Yes	Yes	g	Yes	No	No	G1ARRELA1	Species	144.8
1	Germany	B	B1P055	4	3	7	21	21	Yes	Yes	Yes	g	Yes	No	No	G1ALOPRA1	Species	0.5
1	Germany	B	B1P055	4	3	7	21	21	Yes	Yes	Yes	g	Yes	No	No	G1ARRELA1	Species	143.6
1	Germany	A	B1P023	4	3	7	21	21	Yes	Yes	Yes	f	No	Yes	No	H1PLALAN1	Species	631.9
1	Germany	B	B1P055	4	3	7	21	21	Yes	Yes	Yes	f	No	Yes	No	H1PLALAN1	Species	174.1
1	Germany	A	B1P023	4	3	7	21	21	Yes	Yes	Yes	l	No	No	Yes	L1LOTCOR1	Species	175
1	Germany	B	B1P055	4	3	7	21	21	Yes	Yes	Yes	l	No	No	Yes	L1LOTCOR1	Species	99.8
1	Germany	A	B1P017	4	3	7	22	22	Yes	Yes	Yes	g	Yes	No	No	G1FESRUB1	Species	14.4
1	Germany	A	B1P017	4	3	7	22	22	Yes	Yes	Yes	g	Yes	No	No	G1LOLPER1	Species	18.2
1	Germany	B	B1P036	4	3	7	22	22	Yes	Yes	Yes	g	Yes	No	No	G1FESRUB1	Species	0.2
1	Germany	B	B1P036	4	3	7	22	22	Yes	Yes	Yes	g	Yes	No	No	G1LOLPER1	Species	1.4
1	Germany	A	B1P017	4	3	7	22	22	Yes	Yes	Yes	f	No	Yes	No	H1RANACR1	Species	0
1	Germany	B	B1P036	4	3	7	22	22	Yes	Yes	Yes	f	No	Yes	No	H1RANACR1	Species	0
1	Germany	A	B1P017	4	3	7	22	22	Yes	Yes	Yes	l	No	No	Yes	L1TRIPRA1	Species	765.6
1	Germany	B	B1P036	4	3	7	22	22	Yes	Yes	Yes	l	No	No	Yes	L1TRIPRA1	Species	1020
1	Germany	A	B1P016	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1ALOPRA1	Species	6.1
1	Germany	A	B1P016	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1ARRELA1	Species	243.3
1	Germany	A	B1P016	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1DACGLO1	Species	81.7
1	Germany	A	B1P016	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1FESPRA1	Species	43.4
1	Germany	A	B1P016	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1FESRUB1	Species	4.8
1	Germany	A	B1P016	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1HOLLAN1	Species	17.6
1	Germany	A	B1P016	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1LOLPER1	Species	17.9
1	Germany	A	B1P016	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1PHLPRA1	Species	27.7
1	Germany	B	B1P045	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1ALOPRA1	Species	9.2
1	Germany	B	B1P045	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1ARRELA1	Species	581.3
1	Germany	B	B1P045	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1DACGLO1	Species	131
1	Germany	B	B1P045	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1FESPRA1	Species	76
1	Germany	B	B1P045	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1FESRUB1	Species	5.4
1	Germany	B	B1P045	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1HOLLAN1	Species	95.7
1	Germany	B	B1P045	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1LOLPER1	Species	36.4
1	Germany	B	B1P045	8	1	1	23	23	Yes	No	No	g	Yes	No	No	G1PHLPRA1	Species	26
1	Germany	A	B1P015	8	2	5	24	24	Yes	No	Yes	g	Yes	No	No	G1ARRELA1	Species	48.7
1	Germany	A	B1P015	8	2	5	24	24	Yes	No	Yes	g	Yes	No	No	G1DACGLO1	Species	53.1
1	Germany	A	B1P015	8	2	5	24	24	Yes	No	Yes	g	Yes	No	No	G1FESRUB1	Species	0.1
1	Germany	A	B1P015	8	2	5	24	24	Yes	No	Yes	g	Yes	No	No	G1HOLLAN1	Species	11.9
1	Germany	A	B1P015	8	2	5	24	24	Yes	No	Yes	g	Yes	No	No	G1LOLPER1	Species	0.6
1	Germany	A	B1P015	8	2	5	24	24	Yes	No	Yes	g	Yes	No	No	G1PHLPRA1	Species	2.8
1	Germany	B	B1P059	8	2	5	24	24	Yes	No	Yes	g	Yes	No	No	G1ARRELA1	Species	100.5
1	Germany	B	B1P059	8	2	5	24	24	Yes	No	Yes	g	Yes	No	No	G1DACGLO1	Species	14.2
1	Germany	B	B1P059	8	2	5	24	24	Yes	No	Yes	g	Yes	No	No	G1FESRUB1	Species	0.1
1	Germany	B	B1P059	8	2	5	24	24	Yes	No	Yes	g	Yes	No	No	G1HOLLAN1	Species	2.7
1	Germany	B	B1P059	8	2	5	24	24	Yes	No	Yes	g	Yes	No	No	G1LOLPER1	Species	2.6
1	Germany	B	B1P059	8	2	5	24	24	Yes	No	Yes	g	Yes	No	No	G1PHLPRA1	Species	6.4
1	Germany	A	B1P015	8	2	5	24	24	Yes	No	Yes	l	No	No	Yes	L1TRIPRA1	Species	250.1
1	Germany	A	B1P015	8	2	5	24	24	Yes	No	Yes	l	No	No	Yes	L1TRIREP1	Species	19.2
1	Germany	B	B1P059	8	2	5	24	24	Yes	No	Yes	l	No	No	Yes	L1TRIPRA1	Species	363.5
1	Germany	B	B1P059	8	2	5	24	24	Yes	No	Yes	l	No	No	Yes	L1TRIREP1	Species	4.9
1	Germany	A	B1P022	8	2	4	25	25	Yes	Yes	No	g	Yes	No	No	G1ALOPRA1	Species	1
1	Germany	A	B1P022	8	2	4	25	25	Yes	Yes	No	g	Yes	No	No	G1ARRELA1	Species	122.2
1	Germany	A	B1P022	8	2	4	25	25	Yes	Yes	No	g	Yes	No	No	G1DACGLO1	Species	8.2
1	Germany	A	B1P022	8	2	4	25	25	Yes	Yes	No	g	Yes	No	No	G1HOLLAN1	Species	6
1	Germany	A	B1P022	8	2	4	25	25	Yes	Yes	No	g	Yes	No	No	G1LOLPER1	Species	30.9
1	Germany	B	B1P044	8	2	4	25	25	Yes	Yes	No	g	Yes	No	No	G1ALOPRA1	Species	0
1	Germany	B	B1P044	8	2	4	25	25	Yes	Yes	No	g	Yes	No	No	G1ARRELA1	Species	78.8
1	Germany	B	B1P044	8	2	4	25	25	Yes	Yes	No	g	Yes	No	No	G1DACGLO1	Species	58.5
1	Germany	B	B1P044	8	2	4	25	25	Yes	Yes	No	g	Yes	No	No	G1HOLLAN1	Species	37.3
1	Germany	B	B1P044	8	2	4	25	25	Yes	Yes	No	g	Yes	No	No	G1LOLPER1	Species	45.2
1	Germany	A	B1P022	8	2	4	25	25	Yes	Yes	No	f	No	Yes	No	H1ACHMIL1	Species	304.4
1	Germany	A	B1P022	8	2	4	25	25	Yes	Yes	No	f	No	Yes	No	H1GERPRA1	Species	2
1	Germany	A	B1P022	8	2	4	25	25	Yes	Yes	No	f	No	Yes	No	H1RANACR1	Species	0
1	Germany	B	B1P044	8	2	4	25	25	Yes	Yes	No	f	No	Yes	No	H1ACHMIL1	Species	189.1
1	Germany	B	B1P044	8	2	4	25	25	Yes	Yes	No	f	No	Yes	No	H1GERPRA1	Species	1.8
1	Germany	B	B1P044	8	2	4	25	25	Yes	Yes	No	f	No	Yes	No	H1RANACR1	Species	0
1	Germany	A	B1P009	8	3	7	26	26	Yes	Yes	Yes	g	Yes	No	No	G1ALOPRA1	Species	2.4
1	Germany	A	B1P009	8	3	7	26	26	Yes	Yes	Yes	g	Yes	No	No	G1ARRELA1	Species	118.3
