site	sr	mix.nest	level	tempCV
Ireland	8	146	Species	153.6537258
Ireland	8	146	Species	173.2050808
Ireland	8	147	Community	23.14382125
Ireland	8	147	Community	23.60359777
Ireland	8	147	Community	71.3831992
Ireland	8	147	Community	40.46233218
Ireland	8	148	Species	109.3977309
Ireland	8	148	Species	85.74435411
Ireland	8	148	Species	173.2050808
Ireland	8	148	Species	48.55790456
Ireland	8	148	Species	116.933611
Ireland	8	148	Species	125.5839424
Ireland	8	148	Species	173.2050808
Ireland	8	148	Species	19.47190604
Ireland	8	148	Species	121.0973085
Ireland	8	148	Species	110.9621526
Ireland	8	148	Species	136.2770288
Ireland	8	148	Species	100
Sweden	1	149	Community	59.13280734
Sweden	1	149	Community	60.01074284
Sweden	1	150	Species	105.8328786
Sweden	1	150	Species	91.88949933
Sweden	1	151	Species	52.40810816
Sweden	1	151	Species	61.367715
Sweden	1	152	Community	88.41048981
Sweden	1	152	Community	93.36755744
Sweden	1	153	Community	98.72053268
Sweden	1	153	Community	152.8392391
Sweden	1	154	Community	155.346644
Sweden	1	154	Community	84.20183713
Sweden	1	155	Species	75.29968751
Sweden	1	155	Species	120.9013717
Sweden	1	156	Species	102.946965
Sweden	1	156	Species	164.0599399
Sweden	1	157	Community	18.47254251
Sweden	1	157	Community	72.21303443
Sweden	1	158	Community	102.5648912
Sweden	1	158	Community	115.8537514
Sweden	1	159	Community	135.2188747
Sweden	1	159	Community	132.2875656
Sweden	1	160	Species	104.4670697
Sweden	1	160	Species	108.9146959
Sweden	2	161	Community	90.06833991
Sweden	2	161	Community	78.07105872
Sweden	2	162	Species	89.04528001
Sweden	2	162	Species	60.0780453
Sweden	2	162	Species	120.5871384
Sweden	2	162	Species	158.9465965
Sweden	2	163	Community	63.68063079
Sweden	2	163	Community	122.0437795
Sweden	2	164	Species	111.4369718
Sweden	2	164	Species	171.3657756
Sweden	2	164	Species	166.2326953
Sweden	2	164	Species	97.74904565
Sweden	2	165	Species	151.7138078
Sweden	2	165	Species	142.0928975
Sweden	2	165	Species	134.2879034
Sweden	2	165	Species	99.03880707
Sweden	2	166	Community	105.0809116
Sweden	2	166	Community	88.04885406
Sweden	4	167	Community	71.04592662
Sweden	4	167	Community	80.98025328
Sweden	4	168	Community	91.36109721
Sweden	4	168	Community	87.05809347
Sweden	4	169	Species	63.39451835
Sweden	4	169	Species	87.3678207
Sweden	4	169	Species	173.2050808
Sweden	4	169	Species	142.8920869
Sweden	4	169	Species	39.29826343
Sweden	4	169	Species	138.5640646
Sweden	4	169	Species	153.004517
Sweden	4	169	Species	99.22320048
Sweden	4	170	Community	48.6303193
Sweden	4	170	Community	93.87506627
Sweden	4	171	Species	78.82169207
Sweden	4	171	Species	108.7676392
Sweden	4	171	Species	155.5121467
Sweden	4	171	Species	95.11256772
Sweden	4	171	Species	84.19033173
Sweden	4	171	Species	173.2050808
Sweden	4	171	Species	116.0349997
Sweden	4	171	Species	173.2050808
Sweden	4	172	Community	86.97105946
Sweden	4	172	Community	111.012737
Sweden	8	173	Community	113.128486
Sweden	8	173	Community	143.694257
Sweden	8	174	Community	68.46105644
Sweden	8	174	Community	85.52969765
Sweden	8	175	Species	173.2050808
Sweden	8	175	Species	166.2243348
Sweden	8	175	Species	173.2050808
Sweden	8	175	Species	173.2050808
Sweden	8	175	Species	173.2050808
Sweden	8	175	Species	99.90392857
Sweden	8	175	Species	173.2050808
Sweden	8	175	Species	105.8391048
Sweden	8	175	Species	173.2050808
Sweden	8	175	Species	170.1030982
Sweden	8	175	Species	173.2050808
Sweden	12	176	Community	106.1274149
Sweden	12	176	Community	83.09482491
Sweden	12	176	Community	79.06741417
Sweden	12	176	Community	22.9158249
Sheffield	1	177	Species	103.5116037
Sheffield	1	177	Species	111.3729505
Sheffield	1	178	Community	18.49113722
Sheffield	1	178	Community	18.67065455
Sheffield	1	179	Species	76.77780278
Sheffield	1	179	Species	73.99683431
Sheffield	1	180	Community	81.06054666
Sheffield	1	180	Community	78.31145743
Sheffield	1	181	Community	94.07456194
Sheffield	1	181	Community	89.89920295
Sheffield	1	182	Species	105.2029154
Sheffield	1	182	Species	95.86129003
Sheffield	1	183	Species	90.55181657
Sheffield	1	183	Species	97.40265928
Sheffield	1	184	Species	53.16556908
Sheffield	1	184	Species	48.93540497
Sheffield	1	185	Species	97.94715231
Sheffield	1	185	Species	100.8956142
Sheffield	1	186	Species	83.97000975
Sheffield	1	186	Species	79.83720836
Sheffield	1	187	Community	86.49105642
Sheffield	1	187	Community	86.38072486
Sheffield	1	188	Species	107.3105662
Sheffield	1	188	Species	104.6165993
Sheffield	2	189	Community	82.53094281
Sheffield	2	189	Community	81.15500473
Sheffield	2	190	Community	73.57457961
Sheffield	2	190	Community	70.97121772
Sheffield	2	191	Species	83.95066111
Sheffield	2	191	Species	70.61991206
Sheffield	2	191	Species	76.17151157
Sheffield	2	191	Species	74.90235258
Sheffield	2	192	Community	60.98293013
Sheffield	2	192	Community	46.65861528
Sheffield	2	193	Species	88.17106706
Sheffield	2	193	Species	60.96315953
Sheffield	2	193	Species	112.4148714
Sheffield	2	193	Species	68.2319808
Sheffield	4	194	Community	73.99637794
Sheffield	4	194	Community	71.86722355
Sheffield	4	195	Community	73.43599773
Sheffield	4	195	Community	77.28700591
Sheffield	4	196	Community	87.0148952
Sheffield	4	196	Community	90.97268676
Sheffield	4	197	Community	67.5181595
Sheffield	4	197	Community	70.5978118
Sheffield	8	198	Community	71.56785769
Sheffield	8	198	Community	69.16755082
Sheffield	8	199	Species	99.0723522
Sheffield	8	199	Species	106.546812
Sheffield	8	199	Species	123.1659518
Sheffield	8	199	Species	92.83165586
Sheffield	8	199	Species	79.73508449
Sheffield	8	199	Species	118.8749633
Sheffield	8	199	Species	65.61969687
Sheffield	8	199	Species	28.31458309
Sheffield	8	199	Species	96.74782963
Sheffield	8	199	Species	109.9711808
Sheffield	8	199	Species	141.4054516
Sheffield	8	199	Species	87.30199941
Sheffield	8	199	Species	71.11514488
Sheffield	8	199	Species	139.9280109
Sheffield	8	199	Species	71.54626639
Sheffield	8	199	Species	19.52473344
Sheffield	8	200	Community	69.76767107
Sheffield	8	200	Community	71.50626159
Sheffield	8	201	Community	71.06273987
Sheffield	8	201	Community	72.34557748
Sheffield	12	202	Species	80.13028157
Sheffield	12	202	Species	91.55282809
Sheffield	12	202	Species	81.58332396
Sheffield	12	202	Species	92.69497989
Sheffield	12	202	Species	165.9504466
Sheffield	12	202	Species	142.3135966
Sheffield	12	202	Species	148.43311
Sheffield	12	202	Species	112.1354866
Sheffield	12	202	Species	79.6036399
Sheffield	12	202	Species	138.3907436
Sheffield	12	202	Species	77.42553454
Sheffield	12	202	Species	45.70753448
Sheffield	12	202	Species	81.98083273
Sheffield	12	202	Species	88.85080842
Sheffield	12	202	Species	85.2221488
Sheffield	12	202	Species	88.58382303
Sheffield	12	202	Species	127.7089143
Sheffield	12	202	Species	112.0830859
Sheffield	12	202	Species	135.0631331
Sheffield	12	202	Species	109.4178972
Sheffield	12	202	Species	88.12471615
Sheffield	12	202	Species	120.5205717
Sheffield	12	202	Species	72.75192309
Sheffield	12	202	Species	36.49684027
Sheffield	12	202	Species	86.2768571
Sheffield	12	202	Species	87.16283603
Sheffield	12	202	Species	91.88826322
Sheffield	12	202	Species	90.99689791
Sheffield	12	202	Species	151.3581623
Sheffield	12	202	Species	145.0303119
Sheffield	12	202	Species	139.3968471
Sheffield	12	202	Species	128.5709331
Sheffield	12	202	Species	81.81072113
Sheffield	12	202	Species	145.5538094
Sheffield	12	202	Species	69.8693675
Sheffield	12	202	Species	26.29516077
Sheffield	12	202	Species	83.18782249
Sheffield	12	202	Species	85.27624568
Sheffield	12	202	Species	85.07648485
Sheffield	12	202	Species	90.41350262
Sheffield	12	202	Species	158.2256056
Sheffield	12	202	Species	117.2705913
Sheffield	12	202	Species	147.0211854
Sheffield	12	202	Species	121.5765012
Sheffield	12	202	Species	83.1639035
Sheffield	12	202	Species	141.8726647
Sheffield	12	202	Species	70.82050217
Sheffield	12	202	Species	63.87104237
Silwood	1	203	Community	3.755638306
Silwood	1	203	Community	27.61578402
Silwood	1	204	Species	25.67166776
Silwood	1	204	Species	48.79263523
Silwood	1	205	Species	21.58034327
Silwood	1	205	Species	54.18023788
Silwood	1	206	Species	59.97181162
Silwood	1	206	Species	92.5174976
Silwood	1	207	Community	38.49323333
Silwood	1	207	Community	24.747388
Silwood	2	208	Community	28.56318084
Silwood	2	208	Community	49.2377539
Silwood	1	209	Species	25.45205454
Silwood	1	209	Species	22.22306703
Silwood	1	210	Species	30.00953259
Silwood	1	210	Species	62.58750673
Silwood	1	211	Community	64.91931922
Silwood	1	211	Community	63.57726539
Silwood	1	212	Community	37.68779365
Silwood	1	212	Community	46.42895293
Silwood	1	213	Community	82.61004993
Silwood	1	213	Community	154.405461
Silwood	1	214	Species	37.61542722
Silwood	1	214	Species	28.82002789
Silwood	2	215	Species	69.09995904
Silwood	2	215	Species	62.67076657
Silwood	2	215	Species	139.1058726
Silwood	2	215	Species	43.66560803
Silwood	2	216	Community	44.35863553
Silwood	2	216	Community	8.50137589
Silwood	2	217	Community	24.56579834
Silwood	2	217	Community	41.67607812
Silwood	2	218	Species	32.03732312
Silwood	2	218	Species	85.5852031
Silwood	2	218	Species	11.02946042
Silwood	2	218	Species	163.0911434
Silwood	2	219	Species	50.36039548
Silwood	2	219	Species	121.0702975
Silwood	2	219	Species	62.98175828
Silwood	2	219	Species	126.9615622
Silwood	4	220	Community	36.37173612
Silwood	4	220	Community	10.3719599
Silwood	4	221	Community	25.23004728
Silwood	4	221	Community	21.82454592
Silwood	4	222	Species	65.05311435
Silwood	4	222	Species	41.76086999
Silwood	4	222	Species	15.93946638
Silwood	4	222	Species	55.92353178
Silwood	4	222	Species	57.16001105
Silwood	4	222	Species	72.20133588
Silwood	4	222	Species	66.38053201
Silwood	4	222	Species	25.40983635
Silwood	4	223	Community	31.089514
Silwood	4	223	Community	5.177731384
Silwood	4	224	Species	134.7142306
Silwood	4	224	Species	70.4938839
Silwood	4	224	Species	47.61765281
Silwood	4	224	Species	44.34132708
Silwood	4	224	Species	94.30520749
Silwood	4	224	Species	35.10990075
Silwood	4	224	Species	37.65167154
Silwood	4	224	Species	75.53574253
Silwood	4	225	Species	30.08335577
Silwood	4	225	Species	24.06324879
Silwood	4	225	Species	68.39047276
Silwood	4	225	Species	141.0455777
Silwood	4	225	Species	48.65751829
Silwood	4	225	Species	141.9727086
Silwood	4	225	Species	173.2050808
Silwood	8	226	Community	46.28633369
Silwood	8	226	Community	9.417105167
Silwood	8	227	Species	124.7029589
Silwood	8	227	Species	45.8840918
Silwood	8	227	Species	83.50374773
Silwood	8	227	Species	78.28993002
Silwood	8	227	Species	115.1050639
Silwood	8	227	Species	123.637059
Silwood	8	227	Species	162.5
Silwood	8	227	Species	116.9594528
Silwood	8	227	Species	15.18952353
Silwood	8	227	Species	72.83494887
Silwood	8	227	Species	78.82621038
Silwood	8	227	Species	76.90966781
Silwood	8	227	Species	173.2050808
Silwood	8	227	Species	67.3213256
Silwood	8	227	Species	73.89439997
Silwood	8	228	Species	124.5027357
Silwood	8	228	Species	23.13000609
Silwood	8	228	Species	75.01300616
Silwood	8	228	Species	72.67529816
Silwood	8	228	Species	85.80165155
Silwood	8	228	Species	132.2875656
Silwood	8	228	Species	152.0690633
Silwood	8	228	Species	164.3568419
Silwood	8	228	Species	69.69598827
Silwood	8	228	Species	27.00344263
Silwood	8	228	Species	133.0161557
Silwood	8	228	Species	79.28155959
Silwood	8	228	Species	99.18748535
Silwood	8	228	Species	173.2050808
Silwood	8	228	Species	173.2050808
Silwood	8	228	Species	172.3835583
Silwood	8	229	Community	49.26275482
Silwood	8	229	Community	35.59546655
Silwood	8	230	Community	29.08762345
Silwood	8	230	Community	16.05598202
Silwood	11	231	Community	20.73532431
Silwood	11	231	Community	22.06183502
Silwood	11	232	Species	77.11686136
Silwood	11	232	Species	51.05155011
Silwood	11	232	Species	88.52459016
Silwood	11	232	Species	38.10101588
Silwood	11	232	Species	51.57774511
Silwood	11	232	Species	55.94295178
Silwood	11	232	Species	20.35193316
Silwood	11	232	Species	110.221415
Silwood	11	232	Species	166.3249831
Silwood	11	232	Species	41.49474408
Silwood	11	232	Species	89.8553259
Silwood	11	232	Species	102.1843637
Silwood	11	232	Species	138.4932389
Silwood	11	232	Species	114.9751523
Silwood	11	232	Species	123.4174494
Silwood	11	232	Species	51.40620974
Silwood	11	233	Community	36.74381317
Silwood	11	233	Community	8.18109746
Silwood	11	234	Community	35.6125014
Silwood	11	234	Community	28.22207363
Silwood	11	235	Community	33.20385352
Silwood	11	235	Community	28.53442232
